387.12	0.0265948
389.13	0.0278663
391.13	0.0237298
393.13	0.0363099
395.14	0.0292957
397.14	0.043425
399.15	0.0353502
401.16	0.0338377
403.17	0.0340229
405.17	0.0348553
407.18	0.0385828
409.19	0.0376275
411.21	0.0390205
413.22	0.037625
415.23	0.0383198
417.25	0.0380706
419.26	0.0397479
421.28	0.0384119
423.29	0.0401313
425.31	0.0394722
427.33	0.039165
429.35	0.0374134
431.37	0.0420192
433.39	0.0385639
435.41	0.0412356
437.43	0.0396849
439.46	0.041944
441.48	0.0413736
443.51	0.0408998
445.53	0.041698
447.56	0.0427192
449.59	0.0430639
451.62	0.0414228
453.64	0.0423554
455.68	0.0431445
457.71	0.0424875
459.74	0.0428236
461.77	0.0424614
463.8	0.0428664
465.84	0.0436673
467.87	0.0437199
469.91	0.0437976
471.95	0.044227
473.98	0.0440667
476.02	0.0440731
478.06	0.0441612
480.1	0.0445576
482.14	0.0436617
484.19	0.042782
486.23	0.0450036
488.27	0.0458666
490.32	0.0448353
492.36	0.0456153
494.41	0.0459125
496.46	0.0457667
498.5	0.0462456
500.55	0.0465339
502.6	0.0473969
504.65	0.0482084
506.7	0.0468202
508.76	0.0476215
510.81	0.0474016
512.86	0.0475409
514.92	0.0472584
516.97	0.0478046
519.03	0.0500616
521.09	0.0490465
523.15	0.04997
525.21	0.0488224
527.26	0.0515589
529.33	0.0510608
531.39	0.0501417
533.45	0.0513977
535.51	0.0511398
537.58	0.0510008
539.64	0.0510001
541.71	0.0512179
543.77	0.0519297
545.84	0.0517814
547.91	0.053317
549.98	0.0534728
552.05	0.0534861
554.12	0.0534684
556.19	0.0532063
558.26	0.0538127
560.34	0.0541769
562.41	0.0543813
564.49	0.0537844
566.56	0.05486
568.64	0.0546448
570.72	0.0553431
572.79	0.0547762
574.87	0.0546085
576.95	0.0546782
579.04	0.0554869
581.12	0.0551755
583.2	0.0542651
585.28	0.0535544
587.37	0.0516385
589.45	0.0553686
591.54	0.0552784
593.63	0.0542949
595.71	0.0542396
597.8	0.053994
599.89	0.0532144
601.98	0.0531119
604.07	0.0526306
606.16	0.0522338
608.26	0.0522189
610.35	0.0521424
612.45	0.0515979
614.54	0.0515778
616.64	0.0522943
618.73	0.051843
620.83	0.050691
622.93	0.050907
625.03	0.0505508
627.13	0.05047
629.23	0.050732
631.33	0.0505041
633.44	0.0506538
635.54	0.0501986
637.65	0.0497758
639.75	0.049738
641.86	0.050332
643.96	0.0494599
646.07	0.0487861
648.18	0.0495546
650.29	0.0500816
652.4	0.048939
654.51	0.0461159
656.63	0.0503482
658.74	0.0484501
660.85	0.0464323
662.97	0.044842
665.08	0.0442451
667.2	0.0438479
669.32	0.0425684
