387.12	0.0182262
389.13	0.0204768
391.13	0.0187528
393.13	0.0245201
395.14	0.0222822
397.14	0.0305075
399.15	0.0256045
401.16	0.0253769
403.17	0.0256675
405.17	0.0259823
407.18	0.0285826
409.19	0.0283178
411.21	0.0284328
413.22	0.0281577
415.23	0.0286444
417.25	0.0282398
419.26	0.0293449
421.28	0.0287433
423.29	0.0302213
425.31	0.0295758
427.33	0.0296624
429.35	0.0284643
431.37	0.0302631
433.39	0.0284005
435.41	0.0299079
437.43	0.0299105
439.46	0.0309205
441.48	0.030655
443.51	0.0305335
445.53	0.0310434
447.56	0.0317249
449.59	0.0318003
451.62	0.0313057
453.64	0.0317648
455.68	0.0326116
457.71	0.0319653
459.74	0.0318112
461.77	0.0323688
463.8	0.0325002
465.84	0.032741
467.87	0.0329192
469.91	0.0329732
471.95	0.0334583
473.98	0.0335957
476.02	0.0332243
478.06	0.0339713
480.1	0.0336884
482.14	0.0328949
484.19	0.032635
486.23	0.0343173
488.27	0.0342143
490.32	0.0338772
492.36	0.0348344
494.41	0.0352574
496.46	0.0350765
498.5	0.0359085
500.55	0.036394
502.6	0.0369938
504.65	0.0370557
506.7	0.0370981
508.76	0.0382019
510.81	0.0382426
512.86	0.0389177
514.92	0.0388718
516.97	0.0400304
519.03	0.0422718
521.09	0.0424799
523.15	0.0432023
525.21	0.0431673
527.26	0.0447916
529.33	0.0456042
531.39	0.044962
533.45	0.0461226
535.51	0.0457813
537.58	0.0467856
539.64	0.0472755
541.71	0.0478575
543.77	0.0477799
545.84	0.0482402
547.91	0.049615
549.98	0.0499274
552.05	0.0500715
554.12	0.0495864
556.19	0.0496034
558.26	0.0505927
560.34	0.0507205
562.41	0.0510644
564.49	0.0514624
566.56	0.0512607
568.64	0.0510203
570.72	0.0514397
572.79	0.0508561
574.87	0.0500241
576.95	0.0504101
579.04	0.0504553
581.12	0.0494646
583.2	0.0492248
585.28	0.0479833
587.37	0.0463216
589.45	0.0482738
591.54	0.047697
593.63	0.0468535
595.71	0.0469851
597.8	0.0462412
599.89	0.0458872
601.98	0.0454161
604.07	0.0443944
606.16	0.0446403
608.26	0.0435135
610.35	0.0431826
612.45	0.042486
614.54	0.0428927
616.64	0.0424891
618.73	0.0418187
620.83	0.0410394
622.93	0.0403986
625.03	0.0408193
627.13	0.0401445
629.23	0.0401138
631.33	0.0399542
633.44	0.0396592
635.54	0.0399786
637.65	0.0389561
639.75	0.0390838
641.86	0.038509
643.96	0.0374336
646.07	0.0371096
648.18	0.0366858
650.29	0.0361549
652.4	0.0350106
654.51	0.0335535
656.63	0.0353683
658.74	0.0334002
660.85	0.0323232
662.97	0.0314916
665.08	0.0303286
667.2	0.0296799
669.32	0.028567
671.44	0.0288876
673.55	0.0285239
675.67	0.0285087
677.8	0.0290161
679.92	0.0292471
682.04	0.0297771
684.16	0.0292152
686.29	0.0308847
688.41	0.0366041
690.54	0.0372237
692.66	0.0380867
694.79	0.0403558
696.92	0.0404925
699.05	0.0413818
701.18	0.0444976
703.31	0.0442772
705.44	0.0446628
707.57	0.0442863
709.71	0.0434835
711.84	0.042031
713.98	0.0399371
716.11	0.0376501
718.25	0.0416525
720.39	0.0423953
722.53	0.0367054
724.67	0.0375459
726.81	0.0348823
728.95	0.0335898
731.09	0.0321249
733.23	0.0290376
735.38	0.0270547
737.52	0.0257397
739.66	0.0253323
741.81	0.0259147
743.96	0.0251809
746.11	0.0247228
748.25	0.0243392
750.4	0.0251687
752.55	0.0248507
754.71	0.0229539
756.86	0.0221672
759.01	0.0200917
761.16	0.0302195
763.32	0.0334299
765.47	0.029425
767.63	0.0255582
769.79	0.0243797
771.95	0.0245358
774.1	0.0243879
776.26	0.0236532
778.42	0.0239326
780.59	0.0240619
782.75	0.0244903
784.91	0.0244204
787.08	0.025212
789.24	0.0258332
791.41	0.0254997
793.57	0.0264231
795.74	0.0261931
797.91	0.0271487
800.08	0.0272996
802.25	0.0273433
804.42	0.0276163
806.59	0.0272965
808.76	0.0262287
810.93	0.0259355
813.11	0.0255342
815.28	0.0267218
817.46	0.026324
819.64	0.0263362
821.81	0.0254526
823.99	0.024696
826.17	0.022316
828.35	0.0214012
830.53	0.0201197
832.71	0.0211724
834.89	0.01998
837.08	0.0190165
839.26	0.0187885
841.45	0.0196293
843.63	0.0193289
845.82	0.0181358
848.01	0.0178984
850.2	0.0183175
852.39	0.0178093
854.58	0.0186498
856.77	0.0191389
858.96	0.0184776
861.15	0.0177373
863.34	0.017358
865.54	0.0180648
867.73	0.0178619
869.93	0.0185268
872.13	0.0177661
874.32	0.0169378
876.52	0.0167602
878.72	0.0172119
880.92	0.017196
883.12	0.0175857
885.33	0.0165916
887.53	0.0171955
889.73	0.0176119
891.94	0.0148865
